,PCF,PS,lat,lon,PS_norm,PCF_norm
0,45.27305084180688,5.85184975162864,44.279278227805115,-76.64953052599427,10.00,9.46
1,47.87030323520129,2.1313505329747633,44.23066209731044,-76.48907353299678,3.64,10.00
2,47.24702816401044,3.829993415349531,44.256473378559896,-76.60959586735568,6.54,9.87
3,45.71397081709823,3.9090047947910262,44.24836928977813,-76.6125272729692,6.68,9.55
4,45.71397081695754,5.220885756272731,44.24641741234144,-76.64142213953612,8.92,9.55
5,45.27305084186783,5.369090057345526,44.27639565535029,-76.63934000799871,9.18,9.46
6,47.61313726200508,2.611711485856457,44.25656785091423,-76.58014312698172,4.46,9.95
7,47.87030323519285,2.3780036859793823,44.227020192620806,-76.48213532977589,4.06,10.00
8,47.422545457141986,2.9185062002587348,44.23321211911025,-76.58810450264691,4.99,9.91
9,47.613137261997885,2.876889587666466,44.25438424748216,-76.58757237126143,4.92,9.95
10,47.247028164027505,3.2105363898170443,44.256473378559896,-76.59511567150322,5.49,9.87
11,47.247028164024,3.4037452154545096,44.25633201185357,-76.5997388813818,5.82,9.87
12,47.42254545713508,3.1911037608503614,44.2363430996409,-76.59555225923856,5.45,9.91
13,45.713970816980904,4.950339480866552,44.246793575555245,-76.63549784199267,8.46,9.55
14,45.71397081697628,5.1669371638171615,44.246476236447236,-76.64024184786149,8.83,9.55
15,47.24702816401574,3.649568663049177,44.25309275046364,-76.60609524130604,6.24,9.87
16,47.422545457137254,3.1725234565139364,44.237302028645104,-76.59527896630324,5.42,9.91
17,45.27305084183633,5.5949095936133855,44.27421364451217,-76.64521516193446,9.56,9.46
18,45.27305084183164,5.807585751745455,44.27484575215724,-76.64987830912831,9.92,9.46
19,45.71397081702179,4.575822800022672,44.24786040502254,-76.62725574594822,7.82,9.55
20,47.870303235193724,2.1828378927416834,44.22795706665396,-76.48907353299678,3.73,10.00
21,47.870303235193084,2.3729889232609325,44.227020192620806,-76.48229919475123,4.06,10.00
22,47.247028164025295,3.3049022340903917,44.257447896318745,-76.59710866861589,5.65,9.87
23,47.61313726199937,2.801397061739766,44.25596269641999,-76.58523985089481,4.79,9.95
24,47.24702816401267,3.691869980910494,44.25158111912191,-76.60728886294766,6.31,9.87
25,45.71397081702821,4.469795708535547,44.246146662410396,-76.62499997278184,7.64,9.55
26,47.613137262000436,2.692955148409988,44.25686912865165,-76.58215671525832,4.60,9.95
27,45.27305084185546,5.437531937963881,44.27819879725036,-76.64030970419186,9.29,9.46
28,45.71397081699331,4.751180780047745,44.24604814742516,-76.63116348671353,8.12,9.55
29,45.71397081698475,4.836526308600559,44.245916563398865,-76.63303359947186,8.26,9.55
30,45.7139708170386,4.2723942805398165,44.24298191822525,-76.62070189323634,7.30,9.55
31,45.71397081707964,4.039280331127589,44.24647146464961,-76.61553047713493,6.90,9.55
32,45.27305084184192,5.519124698248071,44.274868926054125,-76.64328496352582,9.43,9.46
33,45.71397081707222,4.161057090690648,44.24494566405217,-76.61825569008761,7.11,9.55
