,PCF,PS,lat,lon,PS_norm,PCF_norm
50,46.48632820743139,2.6552919896479645,44.279446035892185,-76.45057421723526,7.99,9.69
51,47.24702816400496,2.109332227295246,44.25461788042108,-76.61028356182825,6.35,9.84
52,47.24702816400833,2.1066154444918963,44.25461788042108,-76.6101833973744,6.34,9.84
53,45.27305084180992,3.3132918049619917,44.278849271435625,-76.64989899035743,9.97,9.43
54,45.27305084179764,3.320605828833759,44.279535789798175,-76.64997239987808,9.99,9.43
55,45.27305084180688,3.315589157155114,44.279535789798175,-76.64978384276645,9.98,9.43
56,45.27305084181659,3.304925752066423,44.27738923026954,-76.6499987857244,9.95,9.43
57,45.273050841810054,3.307927388804597,44.27987497686506,-76.64939424234235,9.95,9.43
58,45.27305084181627,3.3056247245731467,44.278187749804395,-76.6498014072759,9.95,9.43
59,45.27305084181467,3.3075802854605545,44.27835968595018,-76.64982571396929,9.95,9.43
60,46.48632820746047,2.15993748806819,44.26153367006679,-76.46391942075215,6.50,9.69
61,45.71397081696757,2.8685374544558435,44.24368174851893,-76.6380617628136,8.63,9.53
62,46.4863282074538,2.369399072685421,44.27099905635102,-76.4586573697259,7.13,9.69
63,46.48632820746047,2.15993748806819,44.26153367006679,-76.46391942075215,6.50,9.69
64,46.48632820744425,2.416220805027744,44.27370544276362,-76.45784143110917,7.27,9.69
65,45.27305084182664,3.244270256156509,44.27620883158947,-76.64805501449159,9.76,9.43
66,47.247028164015994,1.868022566867797,44.251935340406675,-76.60155072164147,5.62,9.84
67,45.273050841825345,3.2838022080513745,44.27461645263615,-76.64994053501273,9.88,9.43
68,47.247028164020925,1.8592644524621285,44.25607449387917,-76.6008264428755,5.60,9.84
69,47.24702816401354,1.9615211944292088,44.25576022364863,-76.60468766844524,5.90,9.84
70,46.486328207435776,2.650406671406224,44.27899650163566,-76.45057421723526,7.98,9.69
71,47.24702816401354,1.9615211944292088,44.25576022364863,-76.60468766844524,5.90,9.84
72,45.713970816998916,2.663463783483677,44.237610998786366,-76.63005393031244,8.02,9.53
73,45.71397081696757,2.8685374544558435,44.24368174851893,-76.6380617628136,8.63,9.53
74,46.48632820746047,2.15993748806819,44.26153367006679,-76.46391942075215,6.50,9.69
75,45.27305084182664,3.244270256156509,44.27620883158947,-76.64805501449159,9.76,9.43
76,47.24702816401354,1.9615211944292088,44.25576022364863,-76.60468766844524,5.90,9.84
77,46.48632820746047,2.15993748806819,44.26153367006679,-76.46391942075215,6.50,9.69
78,46.48632820746047,2.15993748806819,44.26153367006679,-76.46391942075215,6.50,9.69
79,45.713970816984606,2.7116023185775875,44.24672618688288,-76.6324854238047,8.16,9.53
80,46.486328207440174,2.6383294292140453,44.2778642521082,-76.45057421723526,7.94,9.69
81,46.48632820746047,2.15993748806819,44.26153367006679,-76.46391942075215,6.50,9.69
82,47.992996891907225,1.079944733210508,44.235322347934044,-76.52870711072586,3.25,10.00
83,45.273050841793626,3.3224644664018506,44.27977075471474,-76.64997239987808,10.00,9.43
84,47.247028164008455,2.095780685688648,44.2554594938631,-76.60969913655371,6.31,9.84
85,46.48632820743107,2.658684623024902,44.27975550028651,-76.45057421723526,8.00,9.69
86,47.870303235192345,1.7357878584395836,44.228842580860444,-76.48162639172779,5.22,9.97
87,45.713970816983185,2.7103019793284338,44.248646711056146,-76.63245657200409,8.16,9.53
88,46.48632820748232,2.111334168709911,44.24791505157351,-76.46346095089233,6.35,9.69
89,47.24702816402446,1.8376029439541048,44.25683870386848,-76.59990112275158,5.53,9.84
90,47.992996891903445,1.116990241069914,44.23176862924614,-76.5278452462915,3.36,10.00
91,47.870303235193504,1.6311698076659504,44.22590853019626,-76.48871801199157,4.91,9.97
92,45.71397081695882,2.844179221608775,44.24118315153824,-76.63701470310686,8.56,9.53
93,45.27305084187646,2.8558985231271303,44.276173311332904,-76.6334584813487,8.59,9.43
94,46.486328207453774,2.279234327431805,44.27017298610754,-76.46200226335218,6.86,9.69
95,46.48632820744384,2.4697671271519974,44.27512903781818,-76.45625656816135,7.43,9.69
96,47.24702816401221,1.9316613108588836,44.25772762707409,-76.60329477525067,5.81,9.84
97,45.27305084186395,2.9834065215982486,44.27620883158947,-76.63826982834257,8.98,9.43
98,46.486328207462336,2.1488848522534605,44.26153367006679,-76.4643611088076,6.47,9.69
99,45.27305084183648,3.1463270897977185,44.27611248944288,-76.64441926223546,9.47,9.43
